CLAVE,DESCRIPCIÓN
TORNS008,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 1 1/4"""
TORNS009,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 1 1/2"""
TORNS010,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 2"""
TORNS011,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 2 1/2"""
TORNS012,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 4 1/2"""
TORNS013,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 1"""
TORNS014,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 1 1/4"""
TORNS015,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 1 1/2"""
TORNS016,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 2"""
TORNS017,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 3"""
TORNS018,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 3 1/2"""
TORNS019,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 4"""
TORNS020,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 4 1/2"""
TORNS021,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 3/4"""
TORNS022,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 1"""
TORNS023,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 1 1/4"""
TORNS024,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 1 1/2"""
TORNS025,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 2 1/2"""
TORNS026,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 3"""
TORNS027,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 3 1/2"""
TORNS028,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 4"""
TORNS029,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 6"""
TORNS030,"TORNILLO CAB. CILINDRICA ALLEN 7/16 X 3"""
TORNS031,"TORNILLO CAB. CILINDRICA ALLEN 5/8 X 2"""
TORNS032,"TORNILLO CAB. CILINDRICA ALLEN 3/8 X 2 3/4"""
TORNS033,"TORNILLO CAB. CILINDRICA ALLEN 5/16 X 4 1/4"""
TORNS034,"TORNILLO CAB. CILINDRICA ALLEN 3/16 X 1/2"""
TORNS035,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 6"""
TORNS036,"TORNILLO CAB. CILINDRICA ALLEN 1/4 X 3"""
TORNS037,TORNILLO CAB. CILINDRICA ALLEN 1/4” X 1/2”
TORNS039,TORNILLO CAB. CILINDRICA ALLEN 5/16 X 3/4”
TORNS201,"TORNILLO CAB. DE GOTA ALLEN 5/16 X 1 1/2"""
TORNS202,"TORNILLO CAB. DE GOTA ALLEN 5/16 X 1"""
TORNS203,"TORNILLO CAB. DE GOTA ALLEN 5/16 X 2"""
TORNS204,"TORNILLO CAB. DE GOTA ALLEN 5/16 X 2 1/4"""
TORNS301,"TORNILLO CAB. HEX 1/4 X 1 1/2"""
TORNS302,"TORNILLO CAB. HEX 5/16 X 3/4"""
TORNS303,"TORNILLO CAB. HEX 5/16 X 1"" GALV."
TORNS304,"TORNILLO CAB. HEX 5/16 X 2"" GALV."
TORNS305,"TORNILLO CAB. HEX 3/8 X 1"" GALV."
TORNS306,"TORNILLO CAB. HEX 3/8 X 1 1/2"" GALV."
TORNS307,"TORNILLO CAB. HEX 3/8 X 2"""
TORNS308,"TORNILLO CAB. HEX 3/8 X 2 1/2"" GALV."
TORNS309,"TORNILLO CAB. HEX 7/16 X 1 1/2"""
TORNS310,"TORNILLO CAB. HEX 7/16 X 2 1/2"""
TORNS311,"TORNILLO CAB. HEX 1/2 X 1 1/2"""
TORNS312,"TORNILLO CAB. HEX 1/2 X 3 1/2"""
TORNS313,"TORNILLO CAB. HEX 5/8 X 1 1/2"""
TORNS314,"TORNILLO CAB. HEX 5/8 X 3 1/2"" GALV."
TORNS315,"TORNILLO CAB. HEX 3/4 X 1 1/2"""
TORNS316,"TORNILLO CAB. HEX 3/4 X 2"""
TORNS317,"TORNILLO CAB. HEX 3/4 X 4"""
TORNS318,"TORNILLO CAB. HEX 3/4 X 5 1/2"""
TORNS319,TORNILLO CAB. HEX 1/2 X 2 GALV.
TORNS320,TORNILLO CAB. HEX 1/2 X 3
TORNS321,TORNILLO CAB. HEX 5/8 X 2
TORNS322,TORNILLO CAB. HEX 5/16 X 2
TORNS323,"TORNILLO CAB. HEX 5/8 X 3 1/2"""
TORNS324,"TORNILLO CAB. HEX 3/8 X 1 1/4"" GALV."
TORNS325,"TORNILLO CAB. HEX 3/8 X 1 1/4"" GALV."
TORNS326,"TORNILLO CAB. HEX 1/2 X 4 1/2"""
TORNS330,"TORNILLO CAB. HEX 5/16 X 2 1/2"""
TORNS338,TORNILLO CAB. HEX 5/8” X 2 1/2” INOX.
TORNS401,"TORNILLO CAB. PLANA ALLEN 3/16 X 1 1/4"""
TORNS402,"TORNILLO CAB. PLANA ALLEN 1/4 X 1"""
TORNS403,"TORNILLO CAB. PLANA ALLEN 1/4 X 1 1/4"""
TORNS404,"TORNILLO CAB. PLANA ALLEN 1/4 X 1 1/2"""
TORNS405,"TORNILLO CAB. PLANA ALLEN 1/4 X 2"""
TORNS406,"TORNILLO CAB. PLANA ALLEN 1/4 X 2 1/2"""
TORNS407,"TORNILLO CAB. PLANA ALLEN 3/8 X 1 1/2"""
TORNS408,"TORNILLO CAB. PLANA ALLEN 1/2 X 3"""
TORNS409,"TORNILLO CAB. PLANA ALLEN 1/2 X 3/4"""
TORNS410,"TORNILLO CAB. PLANA ALLEN 1/4 X 2 1/4"""
TORNS411,"TORNILLO CAB. PLANA ALLEN 3/16 X 1/2"""
TORNS412,TORNILLO CAB. PLANA ALLEN 1/4 X 3/4”
TORNS701,"TORNILLO GUIA ALLEN 1/2 X 1 1/2"""
TORNS702,"TORNILLO GUIA ALLEN 1/2 X 1 1/4"""
TRAP-001,TRAPO DE ALGODON
TRAZ-001,"TRAZADOR MARCA MITUTOYO 
MODELO;900258"
TUBO-001,"TUBO CONDUIT PARED DELGADA 2"""
TUERM001,TUERCA HEX. 4mm.
TUERM002,TUERCA HEX. 6mm.
TUERM003,TUERCA HEX. 8mm.
TUERM004,TUERCA HEX. 12mm.
TUERM005,TUERCA HEX. 16mm.
TUERM006,TUERCA HEX. 24mm.
TUERM007,TUERCA HEX. DE SEGURIDAD 16mm.
TUERM008,TUERCA P/RAN.40 M8 (ITEM)
TUERM009,Tuerca FAG KM-16
TUERM010,TUERCA HEX. 20mm.
TUERM011,TUERCA HEX. 10mm.
TUERM012,TUERCA HEX. 3mm.
TUERM013,TUERCA HEX. 5mm.
TUERM014,TUERCA HEX. DE SEGURIDAD 12mm
TUERM015,TUERCA P/RAN.40 M4 (ITEM)
TUERM016,TUERCA P/RAN.40 M5 (ITEM)
TUERM017,TUERCA P/RAN.40 M6 (ITEM)
TUERM018,TUERCA HEX. 18MM
TUERM019,TUERCA HEX. DE SEGURIDAD 20MM
TUERM020,TUERCA HEX. DE SEGUIRIDAD 14MM
TUERM021,TUERCA HEX. DE SEGURIDAD 10MM
TUERM022,TUERCA HEX. DE SEGURIDAD 16mm. INOX.
TUERS001,"TUERCA CIEGA 1/2"""
TUERS002,"TUERCA HEX. 1/4"""
TUERS003,"TUERCA HEX. 5/16"" GALV"
TUERS004,"TUERCA HEX. 3/8"""
TUERS005,"TUERCA HEX. 1/2"""
TUERS006,"TUERCA HEX. 5/8"""
TUERS007,"TUERCA HEX. 3/4"""
TUERS008,"TUERCA HEX. 1"""
TUERS009,"TUERCA HEX. DE SEGURIDAD 1/4"""
TUERS010,"TUERCA HEX. DE SEGURIDAD 1/2"""
TUERS011,"TUERCA HEX. INOX. 3/8"""
TUERS012,"TUERCA HEX. INOX. 1/2"""
TUERS013,"TUERCA UNION GALV. ROSC. 150 LBS. 1/2"""
TUERS014,"TUERCA FLAGE (CON PESTAÑA) 1/2"""
TUERS015,"TUERCA ACME 1/2"""
TUERS016,"TUERCA HEX. 5/16"""
TUERS017,"TUERCA UNION GALV HIERRO ROSC 150 LBS DE 1"""
TUERS018,"TUERCA HEX INOX 1/4"""
TUERS019,"TUERCA HEX INOX 5/16"""
TUERS020,"TUERCA HEX INOX 7/16"""
TUERS021,"TUERCA HEX. INOX. 1"""
TUERS022,"TUERCA HEX. 1 1/2"" - 6 HILOS"
TUERS023,"TUERCA HEX. 2"" - 4 1/2 HILOS"
TUERS026,TUERCA DE SEGURIDAD INOX. 5/8”
VALV-001,"VALVULA BOLA BCE 555 DE 1/2"""
VENTS001,"VENTILA SUPERVENTS 1/4"" X 8mm"
VENTS002,VENTILA SUPERVENTS 5/16 X 8mm
VENTS003,"VENTILA SUPERVENTS 3/8"" X 8mm"
VENTS004,"VENTILA SUPERVENTS 1/2"" X 8mm"
VENTS005,"VENTILA DE REJILLA DE 1/4"" X 8 mm APER 0.5"
VENTS006,"VENTILA DE REJILLA DE 5/16"" X 8mm APER. 0.3"
VENTS007,"VENTILA DE REJILLA DE 3/8"" X 8mm"
VENTS008,"VENTILA DE REJILLA DE 1/2"" X 8mm APER. 0.3"
VENTS009,"VENTILA DE REJILLA DE 3/4"" X 8mm APER 0.3"
VENTS010,"VENTILA RANURADA DE LATON DE 5/16"""
VENTS011,"VENTILA RANURADA DE LATON DE 3/8"""
VENTS012,"VENTILA DE REJILLA DE LATON DE 5/16"""
VENTS013,"VENTILA DE REJILLA DE LATON DE 3/8"""
VINI-001,VINILICA BLANCO SATINADO
ZAPA-001,ZAPATA DE OJILLO 12 - 10 1/4
ZAPA-002,ZAPATA DE OJILLO 12 -10 3/16
ZAPA-003,ZAPATA DE OJILLO C-4 3/8
ZAPA-004,ZAPATA DE OJILLO 16 - 14 1/8
ZAPA-005,ZAPATA DE OJILLO 16 - 14 1/4
ZAPA-006,ZAPATA DE OJILLO 16 - 14 3/16
ZAPA-007,ZAPATA DE OJILLO C-6 3/16
ZAPA-008,ZAPATA DE OJILLO C-2 5/16
ZAPA-009,ZAPATA BRONCE 300 A SKU:109
ZAPA-010,ZAPATA COBRE 300 A CABLE 1/0 2/0 #43-04 TO SKU: 1167
ZAPA-011,"ZAPATA TERM. CU. CAL. 1/0 CAÑON CORTO OJILLO 5/16"""
,
,
,
,MACHUELO HSS M18 X 1.5
,BRONCA HSS 31/32” C/ZANCO DE 1/2”
,BROCA HSS CONICA 1”
,LOCTITE 290 - VERDE
,"RIMAS HSS 22 mm "
,"RIMAS HSS 18 mm "
,"RIMAS HSS 10.5 mm "
,"RIMAS HSS 11 mm "
,"RIMAS HSS 14.6 mm "
,"RIMAS HSS 7 mm "
,"RIMAS HSS 6.5 mm "
,"RIMAS HSS 3.9 mm "
,RIMAS HSS 9/16
,MACHUELO  HSS 3/4 - 16 UNF
,MACHUELO HSS 5/8 - 18
,MACHUELO HSS 3/8 - 1/8  NPT
,MACHUELO HSS 7/16 - 20 UNF
,MACHUELO HSS 1/4 - 18 NPS
,MACHUELO HSS 1/4 - 32 ESPECIAL
,MACHUELO HSS SEMICONICO 1/4 - 28
,MACHUELO HSS 1/8 - 24 BSP
,MACHUELO HSS 1/2 - 13 BARREO CIEGO T838NC05000-13RH3-AKCP32
,MACHUELO HSS M12 X 1.75 BARREO CIEGO T830M120X175 RGH - D6
,MACHUELO HSS M18 X 1.0
,BROCA HSS 45/64
,BROCA HSS 21/32 C/ZANCO 1/2”
,BROCA HSS 61/64 C/ZANCO 1/2”
,BROCA HSS 11/16 C/ZANCO 1/2”
,BROCA HSS 23/32 C/ZANCO 1/2
,BROCA HSSS 49/64 C/ZANCO 1/2”
,BROCA HSS 23 mm C/ZANCO 1/2”
,BROCA HSS 14.5 mm C/ZANCO 1/2”
,BROCA HSS 15 mm C/ZANCO1/2”
,BROCA HSS 15.5mm C/ZANCO 1/2”
,"TORNILLO CAB. PLANA ALLEN 1/4 X 3/4"""
